,index,longitude,latitude,acq_date,acq_time,satellite
460,2200,-97.315738,35.564978,2022-06-21,1701,L8
461,2201,-97.476222,35.567926,2022-06-21,1701,L8
463,2203,-97.356153,35.676695,2022-06-21,1701,L8
464,2204,-97.410129,35.796151,2022-06-21,1701,L8
465,2205,-96.631005,35.853627,2022-06-21,1701,L8
467,2207,-96.013406,35.919883,2022-06-21,1701,L8
471,2211,-95.85754,36.036749,2022-06-21,1701,L8
474,2214,-95.635457,36.085324,2022-06-21,1701,L8
478,2218,-97.012511,36.112045,2022-06-21,1701,L8
484,2224,-95.871858,36.20447,2022-06-21,1701,L8
493,2233,-96.280424,36.23582,2022-06-21,1701,L8
499,2239,-95.281957,36.236774,2022-06-21,1701,L8
505,2245,-96.07054,36.466612,2022-06-21,1701,L8
513,2253,-95.321153,36.516931,2022-06-21,1701,L8
516,2256,-95.534957,36.580557,2022-06-21,1701,L8
520,2260,-96.217476,36.728053,2022-06-21,1701,L8
538,2278,-95.955183,36.760925,2022-06-21,1701,L8
544,2284,-97.125986,36.814518,2022-06-21,1701,L8
545,2285,-96.357693,37.022166,2022-06-21,1701,L8
549,2289,-97.055773,37.037005,2022-06-21,1701,L8
551,2291,-95.60745,37.04861,2022-06-21,1701,L8
553,2293,-96.306647,37.204975,2022-06-21,1701,L8
554,2294,-94.896625,37.435508,2022-06-21,1701,L8
558,2298,-95.660226,37.447275,2022-06-21,1701,L8
559,2299,-96.856893,37.83962,2022-06-21,1701,L8
560,2300,-96.145536,38.108651,2022-06-21,1701,L8
562,2302,-97.358637,31.085224,2022-06-21,1702,L8
563,2303,-96.838851,31.113277,2022-06-21,1702,L8
564,2304,-97.464749,31.407782,2022-06-21,1702,L8
565,2305,-97.174591,31.465949,2022-06-21,1702,L8
570,2310,-96.507208,31.573467,2022-06-21,1702,L8
574,2314,-97.063209,31.631004,2022-06-21,1702,L8
579,2319,-96.892114,31.756821,2022-06-21,1702,L8
604,2344,-96.447685,32.038166,2022-06-21,1702,L8
606,2346,-96.588658,32.293343,2022-06-21,1702,L8
610,2350,-97.877969,32.311393,2022-06-21,1702,L8
611,2351,-96.957273,32.374796,2022-06-21,1702,L8
615,2355,-97.267276,32.436802,2022-06-21,1702,L8
617,2357,-97.139806,32.444725,2022-06-21,1702,L8
631,2371,-96.967964,32.551916,2022-06-21,1702,L8
634,2374,-97.790023,32.621239,2022-06-21,1702,L8
644,2384,-96.711694,32.655455,2022-06-21,1702,L8
670,2410,-96.466768,32.790063,2022-06-21,1702,L8
672,2412,-97.335448,32.839802,2022-06-21,1702,L8
674,2414,-96.949923,32.866274,2022-06-21,1702,L8
676,2416,-96.145043,32.876453,2022-06-21,1702,L8
685,2425,-97.891856,32.945005,2022-06-21,1702,L8
686,2426,-96.961795,33.019596,2022-06-21,1702,L8
688,2428,-96.509191,33.036537,2022-06-21,1702,L8
692,2432,-96.256566,33.063963,2022-06-21,1702,L8
693,2433,-96.113909,33.065068,2022-06-21,1702,L8
701,2441,-96.810198,33.072485,2022-06-21,1702,L8
704,2444,-97.044588,33.181894,2022-06-21,1702,L8
706,2446,-96.198377,33.217109,2022-06-21,1702,L8
709,2449,-96.450139,33.334781,2022-06-21,1702,L8
719,2459,-96.562542,33.406287,2022-06-21,1702,L8
721,2461,-96.738236,33.657399,2022-06-21,1702,L8
723,2463,-95.993997,33.658029,2022-06-21,1702,L8
731,2471,-96.622914,33.698783,2022-06-21,1702,L8
741,2481,-97.001715,33.747965,2022-06-21,1702,L8
742,2482,-97.177773,33.783694,2022-06-21,1702,L8
743,2483,-96.02375,33.817227,2022-06-21,1702,L8
745,2485,-96.771949,33.817336,2022-06-21,1702,L8
747,2487,-97.94591,33.894649,2022-06-21,1702,L8
749,2489,-96.262945,34.118646,2022-06-21,1702,L8
750,2490,-95.912167,34.277436,2022-06-21,1702,L8
752,2492,-96.509783,34.305925,2022-06-21,1702,L8
757,2497,-97.34707,34.542448,2022-06-21,1702,L8
764,2504,-95.889113,34.609719,2022-06-21,1702,L8
767,2507,-96.802898,34.650711,2022-06-21,1702,L8
768,2508,-97.00352,34.651187,2022-06-21,1702,L8
770,2510,-97.617874,34.751944,2022-06-21,1702,L8
771,2511,-95.651044,34.788075,2022-06-21,1702,L8
772,2512,-96.748035,34.839302,2022-06-21,1702,L8
774,2514,-95.830126,34.844249,2022-06-21,1702,L8
776,2516,-96.134836,34.909954,2022-06-21,1702,L8
778,2518,-95.593704,34.930856,2022-06-21,1702,L8
785,2525,-95.844844,34.94819,2022-06-21,1702,L8
786,2526,-97.642323,34.959695,2022-06-21,1702,L8
787,2527,-97.505871,35.109567,2022-06-21,1702,L8
795,2535,-97.476447,35.275277,2022-06-21,1702,L8
797,2537,-97.270158,35.282239,2022-06-21,1702,L8
813,2553,-98.864738,28.116228,2022-06-21,1703,L8
817,2557,-98.441644,28.536791,2022-06-21,1703,L8
818,2558,-98.972138,28.564745,2022-06-21,1703,L8
821,2561,-98.378444,28.698447,2022-06-21,1703,L8
822,2562,-98.033077,28.917906,2022-06-21,1703,L8
824,2564,-97.862397,28.935525,2022-06-21,1703,L8
828,2568,-98.252115,28.971559,2022-06-21,1703,L8
829,2569,-97.813269,29.086991,2022-06-21,1703,L8
830,2570,-97.514833,29.113799,2022-06-21,1703,L8
831,2571,-98.253387,29.222293,2022-06-21,1703,L8
833,2573,-98.343741,29.428271,2022-06-21,1703,L8
836,2576,-98.856863,30.289692,2022-06-21,1703,L8
838,2578,-97.619294,30.340686,2022-06-21,1703,L8
839,2579,-97.918845,30.430401,2022-06-21,1703,L8
843,2583,-97.885146,30.782283,2022-06-21,1703,L8
845,2585,-97.882516,31.116543,2022-06-21,1703,L8
846,2586,-99.821624,25.069408,2022-06-21,1704,L8
850,2590,-99.560484,25.204187,2022-06-21,1704,L8
860,2600,-100.014321,25.208272,2022-06-21,1704,L8
864,2604,-99.86047,25.222251,2022-06-21,1704,L8
869,2609,-100.03479,25.339785,2022-06-21,1704,L8
871,2611,-99.868862,25.396933,2022-06-21,1704,L8
875,2615,-98.250501,25.450416,2022-06-21,1704,L8
876,2616,-99.792702,25.562341,2022-06-21,1704,L8
891,2631,-99.93617,25.577476,2022-06-21,1704,L8
904,2644,-99.148658,25.699595,2022-06-21,1704,L8
907,2647,-98.738404,25.841389,2022-06-21,1704,L8
912,2652,-99.571876,25.850251,2022-06-21,1704,L8
913,2653,-98.279938,25.865846,2022-06-21,1704,L8
1031,2771,-98.061948,25.98189,2022-06-21,1704,L8
1033,2773,-98.230058,25.98532,2022-06-21,1704,L8
1038,2778,-99.603492,26.120469,2022-06-21,1704,L8
1044,2784,-98.098238,26.174169,2022-06-21,1704,L8
1048,2788,-98.331971,26.194947,2022-06-21,1704,L8
1066,2806,-97.937214,26.287102,2022-06-21,1704,L8
1081,2821,-98.617919,26.346871,2022-06-21,1704,L8
1082,2822,-98.121087,26.369063,2022-06-21,1704,L8
1089,2829,-99.037343,26.381778,2022-06-21,1704,L8
1097,2837,-98.451911,26.988007,2022-06-21,1704,L8
1098,2838,-99.479761,27.248,2022-06-21,1704,L8
1101,2841,-97.631361,27.415173,2022-06-21,1704,L8
1106,2846,-98.248808,27.742687,2022-06-21,1704,L8
1107,2847,-99.400612,27.818894,2022-06-21,1704,L8
1119,2859,-97.931509,27.850275,2022-06-21,1704,L8
1180,2920,-99.202101,28.358248,2022-06-21,1704,L8
1181,2921,-105.875766,46.446444,2022-06-21,1747,L9
1182,2922,-103.448549,47.984256,2022-06-21,1747,L9
1186,2926,-106.242423,42.861875,2022-06-21,1748,L9
1187,2927,-105.350668,43.680388,2022-06-21,1748,L9
1191,2931,-106.887028,38.80064,2022-06-21,1749,L9
1192,2932,-107.834005,39.531217,2022-06-21,1749,L9
1196,2936,-108.24179,39.833746,2022-06-21,1749,L9
1198,2938,-107.549355,40.805242,2022-06-21,1749,L9
1199,2939,-107.776998,42.334348,2022-06-21,1749,L9
1200,2940,-107.897571,35.169102,2022-06-21,1750,L9
1201,2941,-109.727682,35.554884,2022-06-21,1750,L9
1202,2942,-107.614801,37.324116,2022-06-21,1750,L9
1204,2944,-107.818725,37.416278,2022-06-21,1750,L9
1208,2948,-109.533573,33.627733,2022-06-21,1751,L9
1211,2951,-109.830951,34.210419,2022-06-21,1751,L9
1218,2958,-109.393121,34.527644,2022-06-21,1751,L9
1223,2963,-109.273099,34.578483,2022-06-21,1751,L9
1226,2966,-111.458605,28.844508,2022-06-21,1752,L9
1227,2967,-111.584022,28.998636,2022-06-21,1752,L9
1228,2968,-111.907397,26.766499,2022-06-21,1753,L9
1229,2969,-110.096938,27.257013,2022-06-21,1753,L9
1241,2981,-110.291993,27.274115,2022-06-21,1753,L9
1248,2988,-110.186884,27.514038,2022-06-21,1753,L9
1251,2991,-109.975601,27.533495,2022-06-21,1753,L9
1258,2998,-110.425066,27.564788,2022-06-21,1753,L9
1387,3127,-110.29351,27.607513,2022-06-21,1753,L9
1446,3186,-116.674517,47.967012,2022-06-21,1836,L8
1447,3187,-117.20357,48.103599,2022-06-21,1836,L8
1448,3188,-116.577653,48.164273,2022-06-21,1836,L8
1449,3189,-116.448556,48.238761,2022-06-21,1836,L8
1450,3190,-116.210475,48.716168,2022-06-21,1836,L8
1451,3191,-117.442664,49.46501,2022-06-21,1836,L8
1452,3192,-118.894964,45.713973,2022-06-21,1837,L8
1458,3198,-118.227834,46.086805,2022-06-21,1837,L8
1459,3199,-118.903258,46.217147,2022-06-21,1837,L8
1460,3200,-117.260435,46.250245,2022-06-21,1837,L8
1461,3201,-118.377048,47.13049,2022-06-21,1837,L8
1462,3202,-116.566026,47.4824,2022-06-21,1837,L8
1463,3203,-116.770869,47.626869,2022-06-21,1837,L8
1464,3204,-116.850649,47.794896,2022-06-21,1837,L8
1467,3207,-116.713017,47.837013,2022-06-21,1837,L8
1471,3211,-117.05587,44.848793,2022-06-21,1838,L8
1474,3214,-121.205917,38.611255,2022-06-21,1839,L8
1475,3215,-120.914261,38.842943,2022-06-21,1839,L8
1482,3222,-119.660865,39.230265,2022-06-21,1839,L8
1483,3223,-120.49729,35.027491,2022-06-21,1840,L8
1485,3225,-120.29697,35.723274,2022-06-21,1840,L8
1486,3226,-120.291971,35.831589,2022-06-21,1840,L8
1488,3228,-120.007791,35.963002,2022-06-21,1840,L8
1489,3229,-120.115973,36.015131,2022-06-21,1840,L8
1490,3230,-119.903682,36.496188,2022-06-21,1840,L8
1494,3234,-120.608939,36.625171,2022-06-21,1840,L8
1496,3236,-120.134206,36.664165,2022-06-21,1840,L8
1498,3238,-119.753001,36.680325,2022-06-21,1840,L8
1503,3243,-119.892043,36.702962,2022-06-21,1840,L8
1508,3248,-120.205066,36.792376,2022-06-21,1840,L8
1522,3262,-119.698114,36.794239,2022-06-21,1840,L8
1524,3264,-121.615891,36.801761,2022-06-21,1840,L8
1530,3270,-120.069667,36.808309,2022-06-21,1840,L8
1531,3271,-119.809763,36.849462,2022-06-21,1840,L8
1532,3272,-121.380035,36.935609,2022-06-21,1840,L8
1538,3278,-119.955734,36.959803,2022-06-21,1840,L8
1579,3319,-120.871339,36.974625,2022-06-21,1840,L8
1580,3320,-120.240273,37.037594,2022-06-21,1840,L8
1616,3356,-120.247547,37.15347,2022-06-21,1840,L8
1623,3363,-121.679236,37.184305,2022-06-21,1840,L8
1627,3367,-120.992663,37.306604,2022-06-21,1840,L8
1628,3368,-119.716669,37.355371,2022-06-21,1840,L8
1629,3369,-120.500464,37.390498,2022-06-21,1840,L8
1630,3370,-120.743237,37.441344,2022-06-21,1840,L8
1634,3374,-120.856693,37.50537,2022-06-21,1840,L8
1636,3376,-121.080809,37.553296,2022-06-21,1840,L8
1640,3380,-120.509166,37.587762,2022-06-21,1840,L8
1697,3437,-121.127247,37.665163,2022-06-21,1840,L8
1698,3438,-120.760552,37.667419,2022-06-21,1840,L8
1703,3443,-121.077017,37.779528,2022-06-21,1840,L8
1710,3450,-120.929799,37.879496,2022-06-21,1840,L8
1712,3452,-121.185185,37.88317,2022-06-21,1840,L8
1716,3456,-121.071757,38.020598,2022-06-21,1840,L8
1717,3457,-121.245932,38.054146,2022-06-21,1840,L8
1718,3458,-121.201901,38.162702,2022-06-21,1840,L8
0,3460,-65.891858,47.894351,2022-06-22,1512,L9
1,3461,-65.835256,48.157092,2022-06-22,1512,L9
2,3462,-66.034032,45.274232,2022-06-22,1513,L9
16,3476,-91.460614,43.639226,2022-06-22,1652,L9
17,3477,-91.972285,43.711151,2022-06-22,1652,L9
19,3479,-92.791751,43.861444,2022-06-22,1652,L9
20,3480,-92.509602,43.897317,2022-06-22,1652,L9
21,3481,-91.261689,44.392924,2022-06-22,1652,L9
23,3483,-93.180169,44.410333,2022-06-22,1652,L9
27,3487,-92.915102,44.536572,2022-06-22,1652,L9
30,3490,-91.464598,44.713443,2022-06-22,1652,L9
31,3491,-91.567858,44.903021,2022-06-22,1652,L9
32,3492,-91.519419,45.674462,2022-06-22,1652,L9
33,3493,-91.83875,45.692466,2022-06-22,1652,L9
34,3494,-90.647089,46.320286,2022-06-22,1652,L9
37,3497,-92.458003,46.67476,2022-06-22,1652,L9
38,3498,-93.311798,40.766512,2022-06-22,1653,L9
41,3501,-92.304912,40.788082,2022-06-22,1653,L9
45,3505,-92.381394,41.204155,2022-06-22,1653,L9
46,3506,-92.606727,41.33864,2022-06-22,1653,L9
48,3508,-93.315321,41.50642,2022-06-22,1653,L9
49,3509,-93.932321,41.516314,2022-06-22,1653,L9
51,3511,-91.891233,41.560685,2022-06-22,1653,L9
54,3514,-94.185372,41.592076,2022-06-22,1653,L9
55,3515,-93.071414,41.667341,2022-06-22,1653,L9
56,3516,-94.053741,41.709279,2022-06-22,1653,L9
57,3517,-92.645458,41.732478,2022-06-22,1653,L9
59,3519,-93.095121,41.859714,2022-06-22,1653,L9
60,3520,-91.745732,42.105266,2022-06-22,1653,L9
61,3521,-93.991354,42.106487,2022-06-22,1653,L9
75,3535,-93.053873,42.238018,2022-06-22,1653,L9
76,3536,-93.792143,42.338235,2022-06-22,1653,L9
78,3538,-93.908082,42.372769,2022-06-22,1653,L9
79,3539,-91.756539,42.386913,2022-06-22,1653,L9
81,3541,-92.258251,42.460693,2022-06-22,1653,L9
83,3543,-91.6742,42.489466,2022-06-22,1653,L9
85,3545,-93.326575,42.519635,2022-06-22,1653,L9
88,3548,-93.054152,42.563315,2022-06-22,1653,L9
90,3550,-92.788424,42.569887,2022-06-22,1653,L9
94,3554,-93.744478,42.588197,2022-06-22,1653,L9
96,3556,-92.503178,42.679505,2022-06-22,1653,L9
97,3557,-92.307996,42.714154,2022-06-22,1653,L9
100,3560,-92.032726,42.769704,2022-06-22,1653,L9
104,3564,-93.105503,42.887749,2022-06-22,1653,L9
107,3567,-92.960321,42.983966,2022-06-22,1653,L9
110,3570,-92.423595,43.008996,2022-06-22,1653,L9
111,3571,-93.25594,43.018536,2022-06-22,1653,L9
112,3572,-92.791542,43.058345,2022-06-22,1653,L9
114,3574,-91.656903,43.072805,2022-06-22,1653,L9
115,3575,-93.604477,43.081252,2022-06-22,1653,L9
117,3577,-92.953236,43.107692,2022-06-22,1653,L9
120,3580,-91.328236,43.247846,2022-06-22,1653,L9
122,3582,-91.764641,43.285538,2022-06-22,1653,L9
126,3586,-91.462976,43.341581,2022-06-22,1653,L9
127,3587,-93.449638,43.426123,2022-06-22,1653,L9
128,3588,-93.201702,43.542445,2022-06-22,1653,L9
131,3591,-92.645706,43.558552,2022-06-22,1653,L9
138,3598,-92.288496,43.580117,2022-06-22,1653,L9
147,3607,-92.47558,43.772914,2022-06-22,1653,L9
148,3608,-92.683444,43.799339,2022-06-22,1653,L9
151,3611,-93.99344,36.564709,2022-06-22,1654,L9
154,3614,-94.436255,36.833052,2022-06-22,1654,L9
156,3616,-94.305771,36.993562,2022-06-22,1654,L9
158,3618,-94.63988,37.026461,2022-06-22,1654,L9
161,3621,-94.415981,37.064768,2022-06-22,1654,L9
162,3622,-93.826239,37.104957,2022-06-22,1654,L9
164,3624,-93.438521,37.259543,2022-06-22,1654,L9
170,3630,-93.521847,38.767945,2022-06-22,1654,L9
172,3632,-92.825389,39.023104,2022-06-22,1654,L9
173,3633,-93.282562,39.03641,2022-06-22,1654,L9
175,3635,-93.478615,39.374222,2022-06-22,1654,L9
176,3636,-94.948687,32.25155,2022-06-22,1655,L9
177,3637,-96.015734,32.403143,2022-06-22,1655,L9
179,3639,-95.465548,32.420798,2022-06-22,1655,L9
181,3641,-95.150154,32.43686,2022-06-22,1655,L9
183,3643,-94.779701,32.516238,2022-06-22,1655,L9
185,3645,-95.624935,32.538766,2022-06-22,1655,L9
191,3651,-95.486221,32.650337,2022-06-22,1655,L9
192,3652,-94.759408,32.654517,2022-06-22,1655,L9
193,3653,-95.706838,32.671197,2022-06-22,1655,L9
196,3656,-96.466106,32.790419,2022-06-22,1655,L9
199,3659,-95.401186,32.913317,2022-06-22,1655,L9
201,3661,-94.667137,32.95503,2022-06-22,1655,L9
205,3665,-95.884732,32.980713,2022-06-22,1655,L9
206,3666,-96.405817,33.030313,2022-06-22,1655,L9
207,3667,-94.797284,33.042779,2022-06-22,1655,L9
208,3668,-96.111643,33.063967,2022-06-22,1655,L9
214,3674,-94.693259,33.16301,2022-06-22,1655,L9
216,3676,-95.963072,33.202007,2022-06-22,1655,L9
217,3677,-94.850877,33.300368,2022-06-22,1655,L9
218,3678,-96.355762,33.300736,2022-06-22,1655,L9
223,3683,-94.643946,33.518094,2022-06-22,1655,L9
224,3684,-96.386283,33.580858,2022-06-22,1655,L9
225,3685,-95.093756,33.594355,2022-06-22,1655,L9
226,3686,-95.906496,33.600101,2022-06-22,1655,L9
232,3692,-94.944794,33.654408,2022-06-22,1655,L9
233,3693,-95.395674,33.723309,2022-06-22,1655,L9
234,3694,-95.60343,33.742903,2022-06-22,1655,L9
238,3698,-96.163163,33.875037,2022-06-22,1655,L9
239,3699,-95.338386,33.925922,2022-06-22,1655,L9
241,3701,-95.00579,33.92611,2022-06-22,1655,L9
243,3703,-94.655914,33.990559,2022-06-22,1655,L9
315,3775,-94.770403,34.030083,2022-06-22,1655,L9
320,3780,-95.912348,34.277139,2022-06-22,1655,L9
322,3782,-95.601925,34.384196,2022-06-22,1655,L9
324,3784,-94.374404,34.496127,2022-06-22,1655,L9
325,3785,-94.835119,34.661296,2022-06-22,1655,L9
330,3790,-96.134767,34.910053,2022-06-22,1655,L9
332,3792,-95.547529,34.963818,2022-06-22,1655,L9
334,3794,-94.520341,34.972915,2022-06-22,1655,L9
336,3796,-94.294543,35.116462,2022-06-22,1655,L9
344,3804,-95.96609,35.13845,2022-06-22,1655,L9
346,3806,-95.459675,35.232819,2022-06-22,1655,L9
347,3807,-94.490222,35.250267,2022-06-22,1655,L9
357,3817,-94.42556,35.398729,2022-06-22,1655,L9
358,3818,-94.122021,35.426003,2022-06-22,1655,L9
393,3853,-94.287348,35.473581,2022-06-22,1655,L9
396,3856,-95.957264,35.511262,2022-06-22,1655,L9
398,3858,-95.471035,35.691489,2022-06-22,1655,L9
407,3867,-94.16645,36.095269,2022-06-22,1655,L9
409,3869,-95.341201,36.269245,2022-06-22,1655,L9
412,3872,-95.147833,36.280447,2022-06-22,1655,L9
418,3878,-94.317007,36.350092,2022-06-22,1655,L9
419,3879,-94.040818,36.397441,2022-06-22,1655,L9
420,3880,-95.333037,36.432183,2022-06-22,1655,L9
425,3885,-95.050003,36.472533,2022-06-22,1655,L9
426,3886,-94.453342,36.508067,2022-06-22,1655,L9
432,3892,-94.708342,36.602849,2022-06-22,1655,L9
435,3895,-95.541039,29.837247,2022-06-22,1656,L9
436,3896,-95.412589,30.019091,2022-06-22,1656,L9
438,3898,-95.629711,30.050806,2022-06-22,1656,L9
441,3901,-95.742075,30.066355,2022-06-22,1656,L9
442,3902,-96.582234,30.360258,2022-06-22,1656,L9
445,3905,-95.357734,30.470327,2022-06-22,1656,L9
448,3908,-96.653469,30.823748,2022-06-22,1656,L9
450,3910,-95.766928,30.862524,2022-06-22,1656,L9
454,3914,-95.931397,31.06207,2022-06-22,1656,L9
456,3916,-96.582557,31.157036,2022-06-22,1656,L9
474,3934,-95.945562,31.265992,2022-06-22,1656,L9
475,3935,-95.843941,31.290466,2022-06-22,1656,L9
483,3943,-95.105784,31.335276,2022-06-22,1656,L9
484,3944,-96.185944,31.343834,2022-06-22,1656,L9
487,3947,-95.463009,31.626533,2022-06-22,1656,L9
488,3948,-96.18928,31.720534,2022-06-22,1656,L9
501,3961,-95.228039,31.744764,2022-06-22,1656,L9
503,3963,-96.893238,31.75855,2022-06-22,1656,L9
517,3977,-95.39559,31.906491,2022-06-22,1656,L9
518,3978,-95.27572,31.907343,2022-06-22,1656,L9
520,3980,-96.255254,31.950384,2022-06-22,1656,L9
526,3986,-96.238377,32.065763,2022-06-22,1656,L9
530,3990,-96.40026,32.071795,2022-06-22,1656,L9
531,3991,-95.264884,32.098823,2022-06-22,1656,L9
532,3992,-96.681581,32.133419,2022-06-22,1656,L9
534,3994,-95.349423,32.210101,2022-06-22,1656,L9
538,3998,-96.146435,32.255516,2022-06-22,1656,L9
547,4007,-97.777887,25.480561,2022-06-22,1657,L9
548,4008,-97.433919,25.952351,2022-06-22,1657,L9
552,4012,-98.061946,25.982161,2022-06-22,1657,L9
553,4013,-98.397809,26.061693,2022-06-22,1657,L9
557,4017,-97.646015,26.187959,2022-06-22,1657,L9
559,4019,-98.331671,26.194945,2022-06-22,1657,L9
562,4022,-97.999112,26.356886,2022-06-22,1657,L9
563,4023,-98.122288,26.369341,2022-06-22,1657,L9
567,4027,-97.629627,27.408116,2022-06-22,1657,L9
584,4044,-97.423258,27.814535,2022-06-22,1657,L9
586,4046,-97.207225,27.822187,2022-06-22,1657,L9
589,4049,-97.525521,27.841659,2022-06-22,1657,L9
590,4050,-97.9601,27.855367,2022-06-22,1657,L9
622,4082,-97.321585,27.930574,2022-06-22,1657,L9
623,4083,-97.822897,27.976933,2022-06-22,1657,L9
625,4085,-96.959093,28.670136,2022-06-22,1657,L9
626,4086,-96.531153,28.700898,2022-06-22,1657,L9
629,4089,-97.622987,29.048623,2022-06-22,1657,L9
630,4090,-95.763729,29.071329,2022-06-22,1657,L9
631,4091,-97.392848,29.206601,2022-06-22,1657,L9
0,4092,-72.375354,45.81968,2022-06-27,1531,L9
1,4093,-72.597047,46.231721,2022-06-27,1531,L9
2,4094,-84.395565,46.515736,2022-06-27,1621,L8
12,4104,-84.267448,41.172037,2022-06-27,1622,L8
14,4106,-85.594124,41.174805,2022-06-27,1622,L8
19,4111,-85.98991,41.22976,2022-06-27,1622,L8
21,4113,-85.830529,41.235008,2022-06-27,1622,L8
23,4115,-84.921059,41.366468,2022-06-27,1622,L8
32,4124,-85.182222,41.493567,2022-06-27,1622,L8
33,4125,-85.979245,41.500431,2022-06-27,1622,L8
37,4129,-84.284601,41.525854,2022-06-27,1622,L8
50,4142,-85.888587,41.610109,2022-06-27,1622,L8
52,4144,-86.06238,41.617602,2022-06-27,1622,L8
63,4155,-84.329658,41.680103,2022-06-27,1622,L8
64,4156,-85.790007,41.740975,2022-06-27,1622,L8
65,4157,-85.976743,41.750085,2022-06-27,1622,L8
67,4159,-84.605308,41.87558,2022-06-27,1622,L8
68,4160,-85.027136,41.936021,2022-06-27,1622,L8
69,4161,-85.816542,41.984972,2022-06-27,1622,L8
71,4163,-84.708972,42.170567,2022-06-27,1622,L8
72,4164,-85.419928,42.29415,2022-06-27,1622,L8
75,4167,-86.176597,42.370977,2022-06-27,1622,L8
77,4169,-86.198604,42.47407,2022-06-27,1622,L8
81,4173,-85.154743,42.539283,2022-06-27,1622,L8
83,4175,-84.766629,42.757951,2022-06-27,1622,L8
84,4176,-85.441161,42.788304,2022-06-27,1622,L8
91,4183,-85.99853,42.821011,2022-06-27,1622,L8
93,4185,-85.858088,42.874538,2022-06-27,1622,L8
95,4187,-85.102133,42.89989,2022-06-27,1622,L8
97,4189,-83.729221,42.944782,2022-06-27,1622,L8
98,4190,-85.804519,42.985564,2022-06-27,1622,L8
101,4193,-83.464469,43.709678,2022-06-27,1622,L8
106,4198,-84.370586,44.019363,2022-06-27,1622,L8
113,4205,-85.693886,37.974812,2022-06-27,1623,L8
118,4210,-85.816394,38.109131,2022-06-27,1623,L8
136,4228,-85.547612,38.203986,2022-06-27,1623,L8
138,4230,-85.844039,38.222149,2022-06-27,1623,L8
139,4231,-86.141988,38.240657,2022-06-27,1623,L8
153,4245,-85.713259,38.272697,2022-06-27,1623,L8
158,4250,-85.601817,38.325493,2022-06-27,1623,L8
159,4251,-86.953716,38.336523,2022-06-27,1623,L8
188,4280,-85.75021,38.377725,2022-06-27,1623,L8
189,4281,-85.411599,38.580437,2022-06-27,1623,L8
200,4292,-85.777807,38.635119,2022-06-27,1623,L8
203,4295,-86.990737,38.741534,2022-06-27,1623,L8
204,4296,-85.811443,38.747928,2022-06-27,1623,L8
205,4297,-87.248803,38.799395,2022-06-27,1623,L8
208,4300,-85.349861,38.914248,2022-06-27,1623,L8
209,4301,-85.847858,38.951855,2022-06-27,1623,L8
210,4302,-85.642013,39.125351,2022-06-27,1623,L8
212,4304,-85.276328,39.135654,2022-06-27,1623,L8
215,4307,-86.069073,39.216589,2022-06-27,1623,L8
216,4308,-85.433487,39.232752,2022-06-27,1623,L8
217,4309,-85.554122,39.315946,2022-06-27,1623,L8
218,4310,-86.751105,39.45036,2022-06-27,1623,L8
